po_id,warehouse_id,supplier_id,order_date,product_category,order_priority,quantity_ordered,total_cost
PO002458,W015,SUP0040,2025-03-10,Furniture,Urgent,286,997789.13
PO002459,W027,SUP0125,2026-03-11,Apparel,Urgent,210,61321.96
PO002460,W020,SUP0105,2026-02-08,Home & Kitchen,Urgent,328,186550.62
PO002461,W002,SUP0074,2026-06-15,Electronics,Urgent,248,577212.13
PO002462,W001,SUP0065,2026-07-17,Electronics,Standard,495,1260303.63
PO002463,W019,SUP0100,2024-12-12,Grocery,Standard,816,52533.15
PO002464,W022,SUP0117,2025-11-10,Apparel,Urgent,358,111944.12
PO002465,W021,SUP0092,2025-06-17,Grocery,Standard,500,32358.27
PO002466,W015,SUP0071,2024-12-24,Grocery,Standard,1078,75017.08
PO002467,W019,SUP0051,2025-05-16,Grocery,Standard,581,36254.14
PO002468,W022,SUP0144,2026-07-19,Grocery,Standard,744,41478.13
PO002469,W023,SUP0037,2024-08-20,Furniture,Standard,367,1223558.41
PO002470,W004,SUP0056,2026-03-05,Personal Care,Standard,326,45729.5
PO002471,W014,SUP0136,2024-06-22,Home & Kitchen,Standard,272,134273.33
PO002472,W009,SUP0088,2024-01-14,Furniture,Standard,1179,3773954.9
PO002473,W015,SUP0068,2024-10-01,Apparel,Standard,67,24066.03
PO002474,W010,SUP0099,2026-01-18,Grocery,Bulk,2333,130655.68
PO002475,W001,SUP0009,2024-12-07,Grocery,Urgent,398,28098.91
PO002476,W026,SUP0089,2025-08-11,Grocery,Standard,530,34632.64
PO002477,W016,SUP0086,2024-01-26,Electronics,Standard,64,131426.38
PO002478,W028,SUP0049,2026-06-16,Apparel,Standard,474,154314.6
PO002479,W001,SUP0032,2024-02-27,Grocery,Bulk,3056,196485.69
PO002480,W002,SUP0003,2024-06-16,Grocery,Standard,320,21098.64
PO002481,W003,SUP0122,2025-10-20,Stationery,Standard,856,39863.93
PO002482,W027,SUP0104,2024-04-30,Grocery,Standard,719,43593.49
PO002483,W015,SUP0091,2025-06-08,Grocery,Urgent,343,20365.46
PO002484,W025,SUP0058,2025-12-29,Apparel,Urgent,321,98631.56
PO002485,W001,SUP0121,2024-12-13,Furniture,Urgent,27,83330.64
PO002486,W025,SUP0065,2025-01-30,Grocery,Standard,443,31607.63
PO002487,W001,SUP0128,2024-11-24,Personal Care,Bulk,622,87903.0
PO002488,W029,SUP0116,2024-02-23,Grocery,Standard,244,13682.07
PO002489,W015,SUP0050,2025-11-24,Personal Care,Standard,346,46737.62
PO002490,W030,SUP0081,2026-04-06,Personal Care,Standard,716,89538.68
PO002491,W020,SUP0094,2025-01-22,Grocery,Urgent,139,8650.11
PO002492,W019,SUP0081,2024-11-02,Grocery,Standard,739,45629.86
PO002493,W004,SUP0063,2025-10-24,Furniture,Standard,201,732828.32
PO002494,W020,SUP0030,2025-03-07,Stationery,Standard,674,30191.01
PO002495,W025,SUP0042,2025-01-10,Grocery,Standard,228,15142.26
PO002496,W019,SUP0148,2026-07-25,Personal Care,Standard,1096,133391.68
PO002497,W022,SUP0123,2025-05-08,Grocery,Bulk,3990,279372.86
PO002498,W028,SUP0103,2025-07-05,Apparel,Bulk,4758,1463340.89
PO002499,W023,SUP0135,2024-11-15,Stationery,Bulk,771,41475.0
PO002500,W020,SUP0025,2024-06-01,Personal Care,Bulk,3133,405791.27
PO002501,W016,SUP0073,2026-02-02,Apparel,Bulk,1939,528047.41
PO002502,W013,SUP0091,2024-06-05,Stationery,Standard,1181,51097.44
PO002503,W023,SUP0041,2024-02-08,Electronics,Standard,597,1143154.25
PO002504,W027,SUP0003,2026-08-09,Personal Care,Bulk,4584,703788.8
PO002505,W024,SUP0138,2025-04-09,Personal Care,Standard,739,123912.11
PO002506,W002,SUP0062,2024-03-06,Grocery,Bulk,4637,256152.84
PO002507,W006,SUP0030,2025-12-11,Home & Kitchen,Standard,553,268527.95
PO002508,W019,SUP0074,2025-03-09,Home & Kitchen,Urgent,198,82891.93
PO002509,W018,SUP0053,2025-12-25,Electronics,Standard,868,2283558.74
PO002510,W029,SUP0083,2024-06-28,Grocery,Urgent,373,24284.33
PO002511,W030,SUP0135,2026-07-02,Electronics,Standard,763,1435545.47
PO002512,W029,SUP0145,2026-06-10,Electronics,Bulk,4037,8145829.59
PO002513,W019,SUP0098,2025-06-25,Apparel,Bulk,4061,1173872.44
PO002514,W024,SUP0088,2026-01-02,Grocery,Bulk,3819,231823.57
PO002515,W027,SUP0025,2024-01-20,Grocery,Standard,211,14670.7
PO002516,W004,SUP0065,2025-05-01,Apparel,Urgent,361,102571.63
PO002517,W008,SUP0081,2025-12-06,Apparel,Standard,1030,299523.32
PO002518,W001,SUP0006,2026-05-20,Personal Care,Standard,999,126097.3
PO002519,W020,SUP0079,2026-08-08,Apparel,Standard,1143,414492.42
PO002520,W029,SUP0007,2025-11-06,Apparel,Bulk,2698,978303.41
PO002521,W001,SUP0017,2024-09-13,Grocery,Standard,1015,66981.86
PO002522,W003,SUP0047,2024-12-16,Furniture,Urgent,181,734456.21
PO002523,W005,SUP0028,2026-02-05,Grocery,Bulk,1338,91560.4
PO002524,W026,SUP0047,2026-01-01,Furniture,Standard,232,719043.04
PO002525,W010,SUP0098,2024-08-12,Electronics,Urgent,200,481004.44
PO002526,W005,SUP0048,2025-01-12,Grocery,Bulk,4467,249169.73
PO002527,W010,SUP0015,2025-03-27,Personal Care,Urgent,94,15030.13
PO002528,W006,SUP0115,2026-01-31,Apparel,Urgent,201,61763.6
PO002529,W006,SUP0019,2025-07-16,Personal Care,Standard,719,114186.16
PO002530,W018,SUP0080,2026-03-07,Furniture,Bulk,3718,14739046.44
PO002531,W022,SUP0120,2025-09-24,Apparel,Standard,514,161188.01
PO002532,W006,SUP0010,2024-06-03,Electronics,Standard,478,1012898.76
PO002533,W017,SUP0081,2025-12-30,Electronics,Standard,1095,2260449.82
PO002534,W001,SUP0143,2024-11-05,Home & Kitchen,Bulk,1443,829885.35
PO002535,W030,SUP0048,2024-02-09,Apparel,Standard,1007,359225.46
PO002536,W002,SUP0025,2024-10-28,Apparel,Standard,865,236941.29
PO002537,W018,SUP0038,2025-09-21,Grocery,Standard,938,60554.03
PO002538,W030,SUP0037,2025-10-09,Personal Care,Bulk,1399,171628.51
PO002539,W008,SUP0019,2024-02-26,Grocery,Urgent,350,25161.49
PO002540,W007,SUP0140,2026-01-28,Home & Kitchen,Standard,357,177748.9
PO002541,W024,SUP0037,2025-04-25,Stationery,Standard,462,18256.22
PO002542,W014,SUP0070,2025-08-19,Apparel,Bulk,891,304211.43
PO002543,W006,SUP0023,2024-03-24,Grocery,Standard,1149,64789.45
PO002544,W018,SUP0002,2026-01-02,Home & Kitchen,Standard,373,177324.66
PO002545,W027,SUP0145,2025-09-08,Furniture,Standard,157,534103.53
PO002546,W022,SUP0112,2025-05-13,Electronics,Standard,824,1934248.41
PO002547,W006,SUP0078,2025-12-29,Grocery,Urgent,285,16088.98
PO002548,W022,SUP0091,2024-01-22,Personal Care,Standard,381,63097.14
PO002549,W030,SUP0113,2024-05-07,Apparel,Urgent,344,111042.05
PO002550,W005,SUP0006,2024-11-08,Electronics,Bulk,2583,6009912.67
PO002551,W021,SUP0132,2026-02-22,Home & Kitchen,Bulk,1127,615617.3
PO002552,W015,SUP0091,2025-08-27,Apparel,Standard,609,194870.48
PO002553,W022,SUP0077,2025-08-24,Apparel,Standard,277,77764.15
PO002554,W004,SUP0146,2024-08-26,Personal Care,Bulk,1216,166307.34
PO002555,W006,SUP0144,2025-03-31,Stationery,Standard,1052,54687.08
PO002556,W009,SUP0108,2026-01-24,Home & Kitchen,Bulk,4759,2513582.77
PO002557,W027,SUP0069,2024-02-12,Home & Kitchen,Urgent,257,137850.28
PO002558,W010,SUP0074,2024-11-25,Apparel,Urgent,53,15799.36
PO002559,W009,SUP0095,2026-06-10,Apparel,Standard,1079,341529.63
PO002560,W025,SUP0028,2026-02-09,Apparel,Urgent,207,60050.52
PO002561,W004,SUP0005,2024-10-21,Grocery,Bulk,2297,126102.23
PO002562,W008,SUP0003,2025-09-16,Grocery,Bulk,2510,162705.55
PO002563,W017,SUP0049,2025-07-09,Grocery,Standard,190,12594.82
PO002564,W009,SUP0078,2024-04-20,Grocery,Standard,84,5336.78
PO002565,W019,SUP0075,2025-08-19,Home & Kitchen,Bulk,606,298040.17
PO002566,W019,SUP0044,2024-03-21,Grocery,Standard,709,50365.38
PO002567,W004,SUP0017,2024-06-27,Personal Care,Standard,793,99945.58
PO002568,W003,SUP0027,2025-10-31,Grocery,Bulk,4935,279304.58
PO002569,W026,SUP0134,2025-04-06,Grocery,Standard,1174,76775.09
PO002570,W012,SUP0075,2026-03-11,Home & Kitchen,Urgent,319,182375.59
PO002571,W004,SUP0150,2025-02-12,Personal Care,Standard,1168,187571.49
PO002572,W001,SUP0096,2024-12-09,Furniture,Bulk,2461,7386361.2
PO002573,W012,SUP0100,2026-01-12,Apparel,Standard,178,62347.38
PO002574,W027,SUP0006,2025-04-13,Apparel,Standard,362,127116.37
PO002575,W005,SUP0149,2025-11-30,Furniture,Standard,193,797556.08
PO002576,W030,SUP0018,2026-02-25,Personal Care,Urgent,74,11249.23
PO002577,W001,SUP0083,2026-04-06,Personal Care,Standard,432,60115.68
PO002578,W019,SUP0131,2025-09-04,Grocery,Urgent,156,10948.55
PO002579,W023,SUP0138,2025-10-08,Grocery,Standard,69,3669.58
PO002580,W016,SUP0005,2025-02-18,Apparel,Standard,1184,446280.68
PO002581,W006,SUP0121,2026-07-04,Grocery,Urgent,226,15665.13
PO002582,W008,SUP0001,2025-12-06,Furniture,Standard,174,563589.66
PO002583,W017,SUP0145,2026-08-05,Grocery,Standard,436,28074.19
PO002584,W028,SUP0054,2025-03-28,Grocery,Bulk,2961,189302.89
PO002585,W012,SUP0099,2024-03-13,Stationery,Urgent,182,8527.23
PO002586,W009,SUP0003,2026-07-04,Apparel,Standard,924,331536.81
PO002587,W011,SUP0114,2024-02-14,Apparel,Standard,509,162252.58
PO002588,W030,SUP0007,2025-05-17,Electronics,Standard,1003,2134690.43
PO002589,W006,SUP0040,2026-07-16,Electronics,Urgent,39,94965.77
PO002590,W004,SUP0083,2024-12-06,Stationery,Urgent,194,8849.17
PO002591,W028,SUP0088,2026-06-30,Stationery,Standard,902,44691.76
PO002592,W003,SUP0006,2024-09-28,Personal Care,Standard,390,52119.65
PO002593,W027,SUP0060,2024-12-27,Furniture,Bulk,4797,19644478.69
PO002594,W020,SUP0146,2025-05-12,Electronics,Bulk,1578,3442240.58
PO002595,W030,SUP0137,2024-02-04,Apparel,Bulk,4173,1362161.99
PO002596,W008,SUP0128,2025-04-20,Home & Kitchen,Bulk,2158,991410.05
PO002597,W027,SUP0071,2024-05-20,Personal Care,Urgent,239,34613.17
PO002598,W002,SUP0136,2026-01-16,Grocery,Standard,271,16262.75
PO002599,W026,SUP0115,2026-06-11,Grocery,Standard,600,38719.32
PO002600,W009,SUP0102,2024-07-14,Apparel,Bulk,4709,1804737.74
PO002601,W013,SUP0111,2024-04-26,Personal Care,Standard,127,16770.91
PO002602,W027,SUP0026,2025-07-21,Electronics,Urgent,87,176996.75
PO002603,W020,SUP0094,2024-10-30,Home & Kitchen,Bulk,2721,1493192.75
PO002604,W013,SUP0119,2024-07-14,Home & Kitchen,Standard,1181,513249.52
PO002605,W007,SUP0008,2024-12-13,Electronics,Standard,132,316186.44
PO002606,W025,SUP0077,2025-11-04,Stationery,Bulk,2703,127865.36
PO002607,W014,SUP0010,2026-04-26,Home & Kitchen,Bulk,4685,2318179.66
PO002608,W006,SUP0078,2026-07-16,Grocery,Standard,571,34567.21
PO002609,W010,SUP0004,2025-07-10,Personal Care,Bulk,563,79567.18
PO002610,W027,SUP0046,2026-07-09,Grocery,Bulk,2150,137418.49
PO002611,W001,SUP0009,2024-11-03,Personal Care,Standard,260,31523.62
PO002612,W008,SUP0120,2024-11-02,Grocery,Standard,339,18698.19
PO002613,W024,SUP0048,2024-06-18,Apparel,Bulk,1661,473796.98
PO002614,W019,SUP0015,2025-03-04,Grocery,Standard,607,32974.34
PO002615,W012,SUP0032,2024-08-21,Grocery,Standard,425,21824.72
PO002616,W004,SUP0147,2024-07-16,Grocery,Standard,104,6768.84
PO002617,W001,SUP0049,2025-09-13,Electronics,Bulk,4502,11535779.02
PO002618,W011,SUP0033,2024-07-13,Home & Kitchen,Standard,146,76413.82
PO002619,W022,SUP0036,2024-11-16,Stationery,Bulk,2961,145951.79
PO002620,W006,SUP0008,2024-09-19,Home & Kitchen,Standard,225,126524.08
PO002621,W029,SUP0022,2026-03-11,Home & Kitchen,Bulk,3957,2167469.18
PO002622,W020,SUP0103,2025-01-23,Home & Kitchen,Urgent,158,82899.84
PO002623,W013,SUP0100,2025-08-25,Stationery,Urgent,251,12585.32
PO002624,W025,SUP0025,2024-01-27,Apparel,Urgent,24,8676.79
PO002625,W008,SUP0043,2025-10-22,Grocery,Urgent,341,23699.46
PO002626,W028,SUP0070,2024-02-21,Home & Kitchen,Standard,572,238900.73
PO002627,W010,SUP0004,2024-07-13,Personal Care,Standard,817,110602.31
PO002628,W001,SUP0041,2024-11-18,Home & Kitchen,Standard,1159,494255.94
PO002629,W030,SUP0001,2026-07-13,Grocery,Urgent,197,12403.5
PO002630,W015,SUP0033,2024-07-03,Electronics,Standard,733,1584230.64
PO002631,W029,SUP0017,2026-04-17,Apparel,Urgent,358,114980.5
PO002632,W002,SUP0113,2025-05-10,Electronics,Standard,993,1893301.98
PO002633,W005,SUP0087,2024-06-14,Grocery,Urgent,288,19040.1
PO002634,W015,SUP0060,2025-01-09,Electronics,Bulk,1048,2708261.16
PO002635,W028,SUP0011,2025-02-24,Stationery,Urgent,139,6780.64
PO002636,W002,SUP0104,2026-05-02,Electronics,Standard,376,815873.24
PO002637,W017,SUP0074,2024-08-28,Apparel,Bulk,825,254135.66
PO002638,W025,SUP0058,2024-11-24,Home & Kitchen,Standard,64,32833.24
PO002639,W010,SUP0108,2024-05-17,Furniture,Standard,815,3219827.84
PO002640,W013,SUP0055,2025-03-11,Furniture,Bulk,4368,17984267.58
PO002641,W030,SUP0059,2025-02-13,Grocery,Standard,287,17368.34
PO002642,W016,SUP0074,2024-06-24,Electronics,Standard,654,1698479.95
PO002643,W023,SUP0093,2025-01-26,Grocery,Standard,81,5141.67
PO002644,W022,SUP0101,2025-12-28,Apparel,Standard,341,123128.02
PO002645,W029,SUP0075,2024-04-13,Grocery,Urgent,259,16663.12
PO002646,W009,SUP0031,2024-08-05,Electronics,Standard,421,1046416.03
PO002647,W017,SUP0137,2025-04-21,Apparel,Standard,755,225137.64
PO002648,W005,SUP0150,2025-02-14,Apparel,Standard,1141,382929.65
PO002649,W009,SUP0041,2024-06-18,Apparel,Urgent,48,14782.11
PO002650,W027,SUP0070,2024-03-01,Electronics,Standard,1096,2551973.37
PO002651,W030,SUP0075,2025-12-08,Grocery,Standard,536,33922.87
PO002652,W009,SUP0101,2024-01-25,Apparel,Urgent,283,100162.8
PO002653,W025,SUP0057,2025-01-19,Home & Kitchen,Bulk,1259,697514.97
PO002654,W017,SUP0080,2024-03-24,Grocery,Standard,1143,74932.48
PO002655,W023,SUP0113,2024-07-26,Grocery,Standard,1047,74243.17
PO002656,W009,SUP0020,2025-11-30,Personal Care,Standard,887,117424.72
PO002657,W009,SUP0047,2025-01-17,Personal Care,Standard,620,100617.54
PO002658,W005,SUP0081,2026-02-18,Apparel,Bulk,3324,974077.57
PO002659,W015,SUP0072,2024-04-26,Apparel,Urgent,226,78638.19
PO002660,W001,SUP0105,2025-12-18,Grocery,Standard,896,55623.95
PO002661,W027,SUP0141,2025-12-05,Grocery,Standard,1019,52968.23
PO002662,W006,SUP0121,2024-05-09,Grocery,Standard,1144,76483.19
PO002663,W020,SUP0118,2024-12-27,Home & Kitchen,Standard,60,33632.59
PO002664,W015,SUP0010,2025-04-12,Grocery,Bulk,2072,128645.13
PO002665,W009,SUP0035,2025-07-25,Apparel,Standard,214,65618.16
PO002666,W030,SUP0030,2024-12-15,Apparel,Standard,601,188859.07
PO002667,W027,SUP0087,2024-10-25,Home & Kitchen,Urgent,326,141214.12
PO002668,W024,SUP0054,2024-11-29,Electronics,Standard,1130,2391375.17
PO002669,W002,SUP0007,2025-04-03,Grocery,Bulk,987,54303.55
PO002670,W014,SUP0082,2025-12-02,Electronics,Standard,655,1645498.08
PO002671,W021,SUP0133,2025-05-11,Home & Kitchen,Standard,826,381414.96
PO002672,W002,SUP0005,2024-03-04,Home & Kitchen,Standard,484,226621.75
PO002673,W023,SUP0019,2026-05-30,Stationery,Standard,1040,45905.05
PO002674,W027,SUP0070,2025-05-05,Home & Kitchen,Standard,1146,513901.25
PO002675,W030,SUP0103,2024-07-26,Furniture,Urgent,183,571829.38
PO002676,W015,SUP0119,2026-07-08,Electronics,Urgent,119,312425.06
PO002677,W001,SUP0048,2025-04-05,Apparel,Urgent,179,59187.05
PO002678,W005,SUP0116,2025-05-16,Electronics,Standard,334,772828.79
PO002679,W027,SUP0083,2024-11-02,Personal Care,Standard,376,55623.27
PO002680,W004,SUP0093,2024-01-19,Home & Kitchen,Standard,1097,543039.81
PO002681,W020,SUP0083,2024-12-17,Furniture,Standard,418,1746932.65
PO002682,W021,SUP0080,2026-02-02,Grocery,Standard,369,23694.11
PO002683,W013,SUP0062,2025-12-02,Home & Kitchen,Bulk,2680,1462799.57
PO002684,W026,SUP0116,2024-12-11,Personal Care,Bulk,3153,497412.95
PO002685,W003,SUP0116,2025-12-14,Furniture,Bulk,4133,13033774.46
PO002686,W020,SUP0078,2024-06-08,Furniture,Bulk,767,2872623.26
PO002687,W010,SUP0043,2025-01-04,Grocery,Standard,618,42572.52
PO002688,W027,SUP0028,2024-03-22,Home & Kitchen,Bulk,2372,1126346.77
PO002689,W011,SUP0097,2024-04-12,Personal Care,Urgent,325,50068.76
PO002690,W005,SUP0019,2024-05-13,Electronics,Bulk,4187,7917506.98
PO002691,W009,SUP0150,2024-05-29,Furniture,Bulk,2050,7376748.8
PO002692,W016,SUP0055,2025-03-14,Stationery,Standard,306,16263.62
PO002693,W002,SUP0005,2026-01-22,Electronics,Urgent,22,54129.07
PO002694,W027,SUP0115,2024-12-13,Electronics,Bulk,543,1080727.41
PO002695,W021,SUP0033,2026-03-25,Grocery,Urgent,304,18245.01
PO002696,W008,SUP0143,2025-12-28,Grocery,Standard,576,40447.64
PO002697,W019,SUP0079,2025-09-22,Apparel,Standard,941,258735.29
PO002698,W030,SUP0072,2025-02-05,Apparel,Standard,660,206239.07
PO002699,W019,SUP0014,2024-06-03,Stationery,Urgent,127,4923.83
PO002700,W011,SUP0012,2025-08-10,Personal Care,Standard,804,127375.3
PO002701,W022,SUP0144,2025-01-11,Personal Care,Standard,621,95738.71
PO002702,W025,SUP0017,2026-03-05,Personal Care,Standard,123,14672.2
PO002703,W022,SUP0005,2025-03-12,Grocery,Standard,337,19585.7
PO002704,W005,SUP0003,2025-04-21,Apparel,Standard,462,148101.45
PO002705,W001,SUP0077,2025-02-09,Grocery,Standard,502,31873.92
PO002706,W008,SUP0023,2026-03-01,Furniture,Standard,422,1467993.05
PO002707,W012,SUP0003,2024-02-01,Furniture,Standard,89,271891.03
PO002708,W027,SUP0146,2025-04-15,Electronics,Standard,335,786671.32
PO002709,W002,SUP0071,2026-03-20,Apparel,Standard,703,202222.07
PO002710,W027,SUP0099,2025-06-03,Stationery,Standard,139,5611.42
PO002711,W001,SUP0011,2025-06-13,Personal Care,Standard,174,25672.91
PO002712,W008,SUP0099,2024-02-26,Grocery,Standard,701,38064.11
PO002713,W011,SUP0149,2024-11-06,Home & Kitchen,Standard,348,158160.35
PO002714,W030,SUP0067,2026-06-15,Home & Kitchen,Standard,204,105448.45
PO002715,W030,SUP0033,2024-12-24,Grocery,Bulk,3125,190036.4
PO002716,W001,SUP0109,2026-01-12,Grocery,Standard,454,26556.62
PO002717,W005,SUP0135,2025-11-30,Electronics,Urgent,295,570984.08
PO002718,W013,SUP0109,2024-04-04,Personal Care,Urgent,238,30742.15
PO002719,W006,SUP0017,2025-08-29,Electronics,Standard,1054,2400770.83
PO002720,W030,SUP0143,2026-05-08,Stationery,Bulk,3566,153222.87
PO002721,W019,SUP0121,2026-07-21,Grocery,Standard,414,23685.18
PO002722,W009,SUP0034,2024-05-29,Grocery,Standard,153,8619.81
PO002723,W019,SUP0057,2024-12-29,Electronics,Standard,313,759000.26
PO002724,W022,SUP0098,2025-01-06,Electronics,Standard,1161,2444082.8
PO002725,W027,SUP0047,2026-05-16,Stationery,Urgent,260,11719.52
PO002726,W028,SUP0026,2024-05-15,Apparel,Standard,971,353814.88
PO002727,W012,SUP0028,2025-01-26,Grocery,Bulk,3351,239096.71
PO002728,W025,SUP0098,2024-03-04,Stationery,Standard,1063,48968.11
PO002729,W030,SUP0061,2025-07-23,Home & Kitchen,Urgent,153,63175.35
PO002730,W016,SUP0076,2025-02-06,Apparel,Bulk,3782,1246876.13
PO002731,W024,SUP0107,2025-08-26,Grocery,Standard,142,7370.06
PO002732,W015,SUP0036,2024-02-22,Home & Kitchen,Urgent,122,51063.55
PO002733,W010,SUP0107,2024-12-01,Home & Kitchen,Bulk,965,446720.0
PO002734,W005,SUP0024,2025-03-19,Apparel,Urgent,217,65171.76
PO002735,W002,SUP0002,2024-04-09,Furniture,Standard,683,2226863.11
PO002736,W008,SUP0049,2026-05-09,Apparel,Standard,722,229300.28
PO002737,W009,SUP0049,2025-05-23,Apparel,Standard,1163,403576.21
PO002738,W018,SUP0131,2024-12-08,Grocery,Urgent,153,9156.7
PO002739,W022,SUP0095,2024-03-04,Electronics,Standard,905,1950374.44
PO002740,W023,SUP0092,2026-01-20,Apparel,Standard,664,187988.17
PO002741,W026,SUP0011,2026-01-01,Grocery,Standard,552,31471.2
PO002742,W018,SUP0011,2025-09-13,Grocery,Bulk,766,42113.0
PO002743,W015,SUP0039,2025-07-11,Home & Kitchen,Standard,581,295758.8
PO002744,W019,SUP0079,2024-08-04,Grocery,Urgent,227,13574.03
PO002745,W023,SUP0144,2025-08-13,Electronics,Standard,227,459467.81
PO002746,W027,SUP0105,2024-10-18,Apparel,Standard,185,56420.19
PO002747,W006,SUP0059,2026-03-21,Electronics,Standard,817,1889079.88
PO002748,W027,SUP0134,2024-10-14,Grocery,Standard,115,8127.86
PO002749,W005,SUP0113,2025-04-27,Stationery,Standard,574,24692.63
PO002750,W001,SUP0008,2024-05-12,Apparel,Bulk,1126,401481.46
PO002751,W027,SUP0013,2025-09-01,Personal Care,Urgent,289,48094.41
PO002752,W006,SUP0086,2025-05-06,Electronics,Standard,703,1324076.61
PO002753,W027,SUP0025,2025-04-18,Grocery,Standard,1120,69424.0
PO002754,W009,SUP0020,2025-02-16,Grocery,Standard,79,4063.07
PO002755,W009,SUP0021,2024-03-22,Home & Kitchen,Standard,505,239452.82
PO002756,W027,SUP0136,2026-01-22,Furniture,Standard,59,185602.84
PO002757,W025,SUP0073,2025-01-11,Home & Kitchen,Standard,834,416867.31
PO002758,W001,SUP0044,2025-12-19,Stationery,Standard,776,41636.28
PO002759,W030,SUP0071,2026-01-10,Electronics,Standard,1104,2714236.41
PO002760,W005,SUP0080,2024-01-10,Personal Care,Standard,337,49104.33
PO002761,W022,SUP0031,2024-06-20,Grocery,Standard,475,29446.67
PO002762,W030,SUP0014,2024-09-25,Personal Care,Bulk,2980,445310.12
PO002763,W027,SUP0105,2026-06-27,Personal Care,Standard,154,20798.33
PO002764,W015,SUP0147,2024-05-08,Grocery,Bulk,1747,94369.27
PO002765,W030,SUP0150,2026-07-02,Apparel,Standard,418,127418.55
PO002766,W022,SUP0149,2026-07-08,Apparel,Standard,338,106790.66
PO002767,W006,SUP0070,2025-08-09,Grocery,Bulk,1896,102803.63
PO002768,W030,SUP0069,2024-12-04,Electronics,Bulk,1640,3587537.16
PO002769,W018,SUP0007,2025-06-14,Furniture,Bulk,4872,18323509.46
PO002770,W008,SUP0082,2025-04-02,Home & Kitchen,Urgent,82,42608.88
PO002771,W012,SUP0007,2025-08-24,Stationery,Bulk,1232,48735.54
PO002772,W005,SUP0043,2025-03-07,Grocery,Urgent,278,15823.44
PO002773,W018,SUP0141,2025-10-07,Grocery,Standard,809,48157.19
PO002774,W018,SUP0107,2025-04-28,Electronics,Standard,474,1037865.52
PO002775,W004,SUP0077,2024-06-24,Personal Care,Standard,969,125080.37
PO002776,W012,SUP0007,2025-09-30,Grocery,Urgent,267,14176.7
PO002777,W006,SUP0061,2025-06-10,Furniture,Standard,759,2326745.25
PO002778,W028,SUP0014,2026-01-14,Stationery,Standard,304,12596.75
PO002779,W005,SUP0095,2024-02-09,Home & Kitchen,Bulk,4717,2400706.26
PO002780,W019,SUP0099,2024-07-26,Electronics,Standard,252,584528.41
PO002781,W020,SUP0136,2026-07-01,Grocery,Standard,135,9534.07
PO002782,W019,SUP0007,2026-05-22,Grocery,Standard,819,46083.95
PO002783,W010,SUP0113,2024-11-13,Home & Kitchen,Standard,841,446918.84
PO002784,W006,SUP0129,2025-07-02,Personal Care,Standard,54,6493.35
PO002785,W001,SUP0074,2024-10-10,Home & Kitchen,Bulk,4118,2295298.44
PO002786,W005,SUP0123,2025-08-19,Electronics,Urgent,31,59666.51
PO002787,W027,SUP0001,2026-04-17,Stationery,Standard,62,2594.42
PO002788,W007,SUP0094,2024-05-29,Grocery,Standard,1165,72770.6
PO002789,W016,SUP0053,2026-03-30,Grocery,Standard,835,50807.98
PO002790,W008,SUP0086,2026-02-05,Grocery,Bulk,3793,216398.53
PO002791,W001,SUP0047,2024-08-19,Electronics,Standard,291,690806.39
PO002792,W012,SUP0141,2024-11-18,Stationery,Standard,450,23549.26
PO002793,W030,SUP0112,2025-08-31,Stationery,Standard,636,28943.17
PO002794,W011,SUP0141,2025-08-01,Grocery,Standard,604,41930.86
PO002795,W009,SUP0080,2024-05-10,Apparel,Bulk,996,333783.05
PO002796,W018,SUP0131,2026-05-25,Grocery,Bulk,3861,236448.23
PO002797,W009,SUP0137,2026-04-19,Stationery,Urgent,249,9870.07
PO002798,W006,SUP0130,2024-12-24,Apparel,Urgent,359,118666.06
PO002799,W010,SUP0044,2026-05-19,Electronics,Standard,1116,2665017.58
PO002800,W029,SUP0078,2024-04-08,Furniture,Standard,420,1505067.7
PO002801,W004,SUP0062,2024-08-02,Grocery,Bulk,2509,131418.78
PO002802,W003,SUP0121,2025-06-17,Furniture,Bulk,2324,7273277.36
PO002803,W025,SUP0108,2024-06-11,Grocery,Bulk,3127,182953.59
PO002804,W005,SUP0115,2024-09-12,Grocery,Urgent,364,24832.86
PO002805,W003,SUP0029,2025-08-08,Electronics,Urgent,374,970948.85
PO002806,W006,SUP0035,2026-06-06,Home & Kitchen,Standard,671,317176.74
PO002807,W028,SUP0044,2025-12-15,Furniture,Standard,717,2489432.7
PO002808,W030,SUP0088,2025-04-26,Grocery,Standard,170,8728.82
PO002809,W030,SUP0072,2026-04-09,Grocery,Urgent,171,9531.07
PO002810,W008,SUP0067,2026-01-18,Grocery,Urgent,322,17015.12
PO002811,W029,SUP0058,2024-09-23,Grocery,Urgent,26,1447.89
PO002812,W001,SUP0136,2025-08-05,Personal Care,Standard,865,126760.94
PO002813,W015,SUP0092,2025-07-02,Personal Care,Urgent,205,30400.0
PO002814,W017,SUP0035,2025-12-28,Grocery,Standard,434,23065.04
PO002815,W013,SUP0083,2025-03-04,Electronics,Standard,688,1530859.12
PO002816,W030,SUP0047,2025-04-21,Electronics,Standard,756,1908272.44
PO002817,W025,SUP0109,2024-10-29,Home & Kitchen,Standard,929,517224.29
PO002818,W014,SUP0071,2026-02-17,Stationery,Urgent,338,15064.26
PO002819,W024,SUP0094,2024-06-24,Apparel,Bulk,2220,794829.37
